# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
JVM.totalBytesAllocated,1754247830702000000,1754247890722000000,13355705624
JVM.GC.collectionTimesMs,1754247830702000000,1754247890722000000,1270
JVM.usedHeapBytes,1754247830702000000,1754247890722000000,913298336
MEM.ramPlusSwapMinusFileMappingsBytes,1754247830702000000,1754247890722000000,2448855040
JVM.totalTimeAtSafepointsMs,1754247830702000000,1754247890722000000,1413
JVM.threadCount,1754247830702000000,1754247890722000000,52
JVM.totalSafepointCount,1754247830702000000,1754247890722000000,85
JVM.usedNativeBytes,1754247830702000000,1754247890722000000,268339208
MEM.ramBytes,1754247830702000000,1754247890722000000,2782851072
MEM.ramMinusFileMappingsBytes,1754247830702000000,1754247890722000000,2448855040
OS.loadAverage,1754247830702000000,1754247890722000000,14.79150390625
JVM.totalCpuTimeMs,1754247830702000000,1754247890722000000,786710
JVM.newThreadsCount,1754247830702000000,1754247890722000000,0
JVM.maxHeapBytes,1754247830702000000,1754247890722000000,4108320768
JVM.totalTimeToSafepointsMs,1754247830702000000,1754247890722000000,40
JVM.GC.collections,1754247830702000000,1754247890722000000,43
JVM.committedHeapBytes,1754247830702000000,1754247890722000000,1390411776
MEM.fileMappingsRamBytes,1754247830702000000,1754247890722000000,333996032
JVM.totalDirectByteBuffersBytes,1754247830702000000,1754247890722000000,613032279
JVM.maxThreadCount,1754247830702000000,1754247890722000000,116
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1754247830702000000,1754247890722000000,0
workspaceModel.updates.ms,1754247830702000000,1754247890722000000,0
workspaceModel.cachedValue.clear.count,1754247830702000000,1754247890722000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1754247830702000000,1754247890722000000,0
workspaceModel.cachedValue.from.cache.count,1754247830702000000,1754247890722000000,0
workspaceModel.cachedValue.total.get.count,1754247830702000000,1754247890722000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1754247830702000000,1754247890722000000,0
workspaceModel.to.snapshot.ms,1754247830702000000,1754247890722000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1754247830702000000,1754247890722000000,630
workspaceModel.on.changed.ms,1754247830702000000,1754247890722000000,0
workspaceModel.replace.project.model.ms,1754247830702000000,1754247890722000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1754247830702000000,1754247890722000000,0
workspaceModel.workspaceFileIndexData.init.ms,1754247830702000000,1754247890722000000,0
workspaceModel.loading.from.cache.ms,1754247830702000000,1754247890722000000,0
workspaceModel.workspaceFileIndexData.instances.count,1754247830702000000,1754247890722000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1754247830702000000,1754247890722000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1754247830702000000,1754247890722000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1754247830702000000,1754247890722000000,0
workspaceModel.initializing.ms,1754247830702000000,1754247890722000000,0
workspaceModel.pre.handlers.ms,1754247830702000000,1754247890722000000,0
workspaceModel.init.bridges.ms,1754247830702000000,1754247890722000000,0
workspaceModel.collect.changes.ms,1754247830702000000,1754247890722000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1754247830702000000,1754247890722000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1754247830702000000,1754247890722000000,0
workspaceModel.on.before.changed.ms,1754247830702000000,1754247890722000000,0
workspaceModel.loading.total.ms,1754247830702000000,1754247890722000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1754247830702000000,1754247890722000000,0
workspaceModel.cachedValueWithParameters.clear.count,1754247830702000000,1754247890722000000,0
workspaceModel.cachedValue.calculated.count,1754247830702000000,1754247890722000000,0
workspaceModel.full.replace.project.model.ms,1754247830702000000,1754247890722000000,0
workspaceModel.updates.precise.ms,1754247830702000000,1754247890722000000,0
workspaceModel.update.unloaded.entities.ms,1754247830702000000,1754247890722000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1754247830702000000,1754247890722000000,0
workspaceModel.check.recursive.update.ms,1754247830702000000,1754247890722000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1754247830702000000,1754247890722000000,0
workspaceModel.updates.count,1754247830702000000,1754247890722000000,0
Indexing.cache.totalCacheMisses,1754247830702000000,1754247890722000000,1191087
Indexing.writer_1.totalTimeSpentWritingMs,1754247830702000000,1754247890722000000,12572
Indexing.writesQueuedMin,1754247830702000000,1754247890722000000,9223372036854775807
Indexing.writesQueuedMax,1754247830702000000,1754247890722000000,0
Indexing.cache.totalCacheAccesses,1754247830702000000,1754247890722000000,4586218
Indexing.cache.totalCacheEvicted,1754247830702000000,1754247890722000000,1104100
Indexing.writer_3.totalTimeSpentWritingMs,1754247830702000000,1754247890722000000,18015
Indexing.writer_0.totalTimeSpentWritingMs,1754247830702000000,1754247890722000000,19215
Indexing.totalTimeIndexersSleptMs,1754247830702000000,1754247890722000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1754247830702000000,1754247890722000000,10372
parser.Cython.size.bytes,1754247830702000000,1754247890722000000,1797536
parser.Python.time.ns,1754247830702000000,1754247890722000000,205296721848
parser.Cython.time.ns,1754247830702000000,1754247890722000000,9206835748
lexer.PythonStub.time.ns,1754247830702000000,1754247890722000000,846499685
lexer.Cython.time.ns,1754247830702000000,1754247890722000000,1543906675
DiskQueryRelay.tasksExecuted,1754247830702000000,1754247890722000000,4183
DiskQueryRelay.tasksRequested,1754247830702000000,1754247890722000000,4183
parser.HTML.time.ns,1754247830702000000,1754247890722000000,69563466
lexer.HTML.time.ns,1754247830702000000,1754247890722000000,66268735
lexer.Cython.size.bytes,1754247830702000000,1754247890722000000,1797536
lexer.PythonStub.size.bytes,1754247830702000000,1754247890722000000,1361312
DiskQueryRelay.taskWaitingTotalTimeUs,1754247830702000000,1754247890722000000,296721327
lexer.HTML.size.bytes,1754247830702000000,1754247890722000000,4147
writeAction.median.wait.ms,1754247830702000000,1754247890722000000,100
DiskQueryRelay.taskExecutionTotalTimeUs,1754247830702000000,1754247890722000000,296672697
writeAction.max.wait.ms,1754247830702000000,1754247890722000000,49
writeAction.wait.ms,1754247830702000000,1754247890722000000,0
lexer.Python.time.ns,1754247830702000000,1754247890722000000,28660943210
parser.HTML.size.bytes,1754247830702000000,1754247890722000000,4147
parser.PythonStub.time.ns,1754247830702000000,1754247890722000000,7696225552
writeAction.count,1754247830702000000,1754247890722000000,0
parser.Python.size.bytes,1754247830702000000,1754247890722000000,60932584
parser.PythonStub.size.bytes,1754247830702000000,1754247890722000000,1361312
lexer.Python.size.bytes,1754247830702000000,1754247890722000000,60932584
workspaceModel.moduleBridge.before.changed.ms,1754247830702000000,1754247890722000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1754247830702000000,1754247890722000000,0
jps.apply.loaded.storage.ms,1754247830702000000,1754247890722000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1754247830702000000,1754247890722000000,0
jps.project.serializers.load.ms,1754247830702000000,1754247890722000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1754247830702000000,1754247890722000000,0
jps.facet.change.listener.process.change.events.ms,1754247830702000000,1754247890722000000,0
jps.app.storage.content.reader.load.component.ms,1754247830702000000,1754247890722000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1754247830702000000,1754247890722000000,0
jps.artifact.entities.serializer.save.entities.ms,1754247830702000000,1754247890722000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1754247830702000000,1754247890722000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1754247830702000000,1754247890722000000,0
jps.library.entities.serializer.save.entities.ms,1754247830702000000,1754247890722000000,0
jps.storage.jps.conf.reader.load.component.ms,1754247830702000000,1754247890722000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1754247830702000000,1754247890722000000,0
jps.global.handle.changed.events.ms,1754247830702000000,1754247890722000000,0
workspaceModel.sync.entities.ms,1754247830702000000,1754247890722000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1754247830702000000,1754247890722000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1754247830702000000,1754247890722000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1754247830702000000,1754247890722000000,0
jps.global.get.library.ms,1754247830702000000,1754247890722000000,0
jps.facet.change.listener.before.change.events.ms,1754247830702000000,1754247890722000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1754247830702000000,1754247890722000000,0
jps.load.initial.state.ms,1754247830702000000,1754247890722000000,0
jps.global.initialize.library.bridges.ms,1754247830702000000,1754247890722000000,0
jps.global.get.library.by.name.ms,1754247830702000000,1754247890722000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1754247830702000000,1754247890722000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1754247830702000000,1754247890722000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1754247830702000000,1754247890722000000,0
jps.load.project.to.empty.storage.ms,1754247830702000000,1754247890722000000,0
jps.modifiable.module.model.bridge.renaming.ms,1754247830702000000,1754247890722000000,0
jps.save.changed.project.entities.ms,1754247830702000000,1754247890722000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1754247830702000000,1754247890722000000,0
jps.global.initialize.library.bridges.after.loading.ms,1754247830702000000,1754247890722000000,0
workspaceModel.load.cache.metadata.from.file.ms,1754247830702000000,1754247890722000000,0
jps.artifact.entities.serializer.load.entities.ms,1754247830702000000,1754247890722000000,0
workspaceModel.mutableEntityStorage.entities.ms,1754247830702000000,1754247890722000000,0
jps.modifiable.module.model.bridge.load.module.ms,1754247830702000000,1754247890722000000,0
jps.global.get.libraries.ms,1754247830702000000,1754247890722000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1754247830702000000,1754247890722000000,0
workspaceModel.mutableEntityStorage.instances.count,1754247830702000000,1754247890722000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1754247830702000000,1754247890722000000,0
jps.global.handle.before.change.events.ms,1754247830702000000,1754247890722000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1754247830702000000,1754247890722000000,0
workspaceModel.save.cache.to.file.ms,1754247830702000000,1754247890722000000,0
jps.save.global.entities.ms,1754247830702000000,1754247890722000000,0
jps.facet.change.listener.init.bridge.ms,1754247830702000000,1754247890722000000,0
jps.project.serializers.save.ms,1754247830702000000,1754247890722000000,0
workspaceModel.orphan.listener.update.ms,1754247830702000000,1754247890722000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1754247830702000000,1754247890722000000,0
workspaceModel.global.updates.count,1754247830702000000,1754247890722000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1754247830702000000,1754247890722000000,0
jps.library.entities.serializer.load.entities.ms,1754247830702000000,1754247890722000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1754247830702000000,1754247890722000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1754247830702000000,1754247890722000000,0
workspaceModel.load.cache.from.file.ms,1754247830702000000,1754247890722000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1754247830702000000,1754247890722000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1754247830702000000,1754247890722000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1754247830702000000,1754247890722000000,0
jps.modifiable.module.model.bridge.new.module.ms,1754247830702000000,1754247890722000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1754247830702000000,1754247890722000000,0
jps.modifiable.module.model.bridge.disposing.ms,1754247830702000000,1754247890722000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1754247830702000000,1754247890722000000,0
workspaceModel.moduleBridge.update.option.ms,1754247830702000000,1754247890722000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1754247830702000000,1754247890722000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1754247830702000000,1754247890722000000,0
workspaceModel.global.apply.state.to.project.ms,1754247830702000000,1754247890722000000,0
jps.reload.project.entities.ms,1754247830702000000,1754247890722000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1754247830702000000,1754247890722000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1754247830702000000,1754247890722000000,0
workspaceModel.global.updates.ms,1754247830702000000,1754247890722000000,0
workspaceModel.do.save.caches.ms,1754247830702000000,1754247890722000000,0
cacheStateStorage.set.duration,1754247830702000000,1754247890722000000,0
cacheStateStorage.get.duration,1754247830702000000,1754247890722000000,0
cacheStateStorage.set.counter,1754247830702000000,1754247890722000000,0
cacheStateStorage.get.counter,1754247830702000000,1754247890722000000,0
VFS.contentStorage.recordsUncompressedSize,1754247890722000000,1754247950737000000,0
VFS.fileChildByName,1754247890722000000,1754247950737000000,19
VFS.fileByIdCache.misses,1754247890722000000,1754247950737000000,0
VFS.fileByIdCache.hits,1754247890722000000,1754247950737000000,0
VFS.contentStorage.recordsReadDecompressed,1754247890722000000,1754247950737000000,2
VFS.contentStorage.recordsReadSize,1754247890722000000,1754247950737000000,31252
VFS.contentStorage.recordsStoredCompressed,1754247890722000000,1754247950737000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1754247890722000000,1754247950737000000,1379
VFS.contentStorage.recordsDeduplicated,1754247890722000000,1754247950737000000,0
VFS.contentStorage.recordsStored,1754247890722000000,1754247950737000000,0
FileNameCache.totalMisses,1754247890722000000,1754247950737000000,1664
VFS.contentStorage.recordsStoredSize,1754247890722000000,1754247950737000000,0
FileNameCache.queries,1754247890722000000,1754247950737000000,1900096
VFS.contentStorage.recordsRead,1754247890722000000,1754247950737000000,3
VFS.invertedFileNameIndex.requests,1754247890722000000,1754247950737000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1754247890722000000,1754247950737000000,10461
MappedFileStorage.totalBytesMapped,1754247890722000000,1754247950737000000,198443008
MappedFileStorage.totalTimeSpentOnMappingUs,1754247890722000000,1754247950737000000,990290
FilePageCache.pageLoadsAboveSizeThreshold,1754247890722000000,1754247950737000000,0
FilePageCache.capacityInBytes,1754247890722000000,1754247950737000000,629145600
StorageLockContext.competingThreads.90P,1754247890722000000,1754247950737000000,0
FilePageCache.pageHits,1754247890722000000,1754247950737000000,232511
DirectByteBufferAllocator.hits,1754247890722000000,1754247950737000000,0
StorageLockContext.competingThreads.max,1754247890722000000,1754247950737000000,0
DirectByteBufferAllocator.disposed,1754247890722000000,1754247950737000000,0
FilePageCache.pageFastCacheHits,1754247890722000000,1754247950737000000,1091732
StreamlinedBlobStorage.recordsRelocated,1754247890722000000,1754247950737000000,0
FilePageCache.totalPageLoadsUs,1754247890722000000,1754247950737000000,31031
StorageLockContext.competingThreads.avg,1754247890722000000,1754247950737000000,0.0
DirectByteBufferAllocator.misses,1754247890722000000,1754247950737000000,9
FilePageCache.pageLoads,1754247890722000000,1754247950737000000,9
MappedFileStorage.storages,1754247890722000000,1754247950737000000,15
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1754247890722000000,1754247950737000000,18648
MappedFileStorage.totalPagesMapped,1754247890722000000,1754247950737000000,15
FilePageCache.uncachedFileAccess,1754247890722000000,1754247950737000000,32
FilePageCache.maxRegisteredFiles,1754247890722000000,1754247950737000000,1421
FileChannelInterruptsRetryer.totalRetriedAttempts,1754247890722000000,1754247950737000000,0
FilePageCache.disposedBuffers,1754247890722000000,1754247950737000000,0
FilePageCache.totalPageDisposalsUs,1754247890722000000,1754247950737000000,99
DirectByteBufferAllocator.reclaimed,1754247890722000000,1754247950737000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1754247890722000000,1754247950737000000,0
FilePageCache.maxCacheSizeInBytes,1754247890722000000,1754247950737000000,611319808
StreamlinedBlobStorage.recordsAllocated,1754247890722000000,1754247950737000000,176
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1754247890722000000,1754247950737000000,611319808
StreamlinedBlobStorage.recordsDeleted,1754247890722000000,1754247950737000000,0
FlushQueue.waitingTimeMaxNs,1754247890722000000,1754247950737000000,0
NonBlockingReadAction.finalizedExecutionsCount,1754247890722000000,1754247950737000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1754247890722000000,1754247950737000000,0
AWTEventQueue.eventsDispatched,1754247890722000000,1754247950737000000,0
AWTEventQueue.dispatchTimeAvgNs,1754247890722000000,1754247950737000000,0.0
WriteAction.executionsCount,1754247890722000000,1754247950737000000,0
FlushQueue.waitingTimeAvgNs,1754247890722000000,1754247950737000000,0.0
NonBlockingReadAction.failedExecutionTimeUs,1754247890722000000,1754247950737000000,0
FlushQueue.executionTimeMaxNs,1754247890722000000,1754247950737000000,0
AWTEventQueue.dispatchTime90PNs,1754247890722000000,1754247950737000000,0
FlushQueue.queueSizeMax,1754247890722000000,1754247950737000000,0
ReadAction.executionsCount,1754247890722000000,1754247950737000000,10946
FlushQueue.tasksExecuted,1754247890722000000,1754247950737000000,0
AWTEventQueue.dispatchTimeMaxNs,1754247890722000000,1754247950737000000,0
FlushQueue.queueSize90P,1754247890722000000,1754247950737000000,0
FlushQueue.executionTimeAvgNs,1754247890722000000,1754247950737000000,0.0
FlushQueue.waitingTime90PNs,1754247890722000000,1754247950737000000,0
NonBlockingReadAction.failedExecutionsCount,1754247890722000000,1754247950737000000,0
FlushQueue.queueSizeAvg,1754247890722000000,1754247950737000000,0.0
FlushQueue.executionTime90PNs,1754247890722000000,1754247950737000000,0
JVM.totalBytesAllocated,1754247890722000000,1754247950737000000,7265182216
JVM.GC.collectionTimesMs,1754247890722000000,1754247950737000000,705
JVM.usedHeapBytes,1754247890722000000,1754247950737000000,573353952
MEM.ramPlusSwapMinusFileMappingsBytes,1754247890722000000,1754247950737000000,2484637696
JVM.totalTimeAtSafepointsMs,1754247890722000000,1754247950737000000,802
JVM.threadCount,1754247890722000000,1754247950737000000,51
JVM.totalSafepointCount,1754247890722000000,1754247950737000000,70
JVM.usedNativeBytes,1754247890722000000,1754247950737000000,280869880
MEM.ramBytes,1754247890722000000,1754247950737000000,2824663040
MEM.ramMinusFileMappingsBytes,1754247890722000000,1754247950737000000,2484637696
OS.loadAverage,1754247890722000000,1754247950737000000,16.68115234375
JVM.totalCpuTimeMs,1754247890722000000,1754247950737000000,397540
JVM.newThreadsCount,1754247890722000000,1754247950737000000,0
JVM.maxHeapBytes,1754247890722000000,1754247950737000000,4108320768
JVM.totalTimeToSafepointsMs,1754247890722000000,1754247950737000000,40
JVM.GC.collections,1754247890722000000,1754247950737000000,20
JVM.committedHeapBytes,1754247890722000000,1754247950737000000,1405091840
MEM.fileMappingsRamBytes,1754247890722000000,1754247950737000000,340025344
JVM.totalDirectByteBuffersBytes,1754247890722000000,1754247950737000000,625503100
JVM.maxThreadCount,1754247890722000000,1754247950737000000,116
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1754247890722000000,1754247950737000000,0
workspaceModel.updates.ms,1754247890722000000,1754247950737000000,0
workspaceModel.cachedValue.clear.count,1754247890722000000,1754247950737000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1754247890722000000,1754247950737000000,0
workspaceModel.cachedValue.from.cache.count,1754247890722000000,1754247950737000000,0
workspaceModel.cachedValue.total.get.count,1754247890722000000,1754247950737000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1754247890722000000,1754247950737000000,0
workspaceModel.to.snapshot.ms,1754247890722000000,1754247950737000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1754247890722000000,1754247950737000000,437
workspaceModel.on.changed.ms,1754247890722000000,1754247950737000000,0
workspaceModel.replace.project.model.ms,1754247890722000000,1754247950737000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1754247890722000000,1754247950737000000,0
workspaceModel.workspaceFileIndexData.init.ms,1754247890722000000,1754247950737000000,0
workspaceModel.loading.from.cache.ms,1754247890722000000,1754247950737000000,0
workspaceModel.workspaceFileIndexData.instances.count,1754247890722000000,1754247950737000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1754247890722000000,1754247950737000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1754247890722000000,1754247950737000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1754247890722000000,1754247950737000000,0
workspaceModel.initializing.ms,1754247890722000000,1754247950737000000,0
workspaceModel.pre.handlers.ms,1754247890722000000,1754247950737000000,0
workspaceModel.init.bridges.ms,1754247890722000000,1754247950737000000,0
workspaceModel.collect.changes.ms,1754247890722000000,1754247950737000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1754247890722000000,1754247950737000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1754247890722000000,1754247950737000000,0
workspaceModel.on.before.changed.ms,1754247890722000000,1754247950737000000,0
workspaceModel.loading.total.ms,1754247890722000000,1754247950737000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1754247890722000000,1754247950737000000,0
workspaceModel.cachedValueWithParameters.clear.count,1754247890722000000,1754247950737000000,0
workspaceModel.cachedValue.calculated.count,1754247890722000000,1754247950737000000,0
workspaceModel.full.replace.project.model.ms,1754247890722000000,1754247950737000000,0
workspaceModel.updates.precise.ms,1754247890722000000,1754247950737000000,0
workspaceModel.update.unloaded.entities.ms,1754247890722000000,1754247950737000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1754247890722000000,1754247950737000000,0
workspaceModel.check.recursive.update.ms,1754247890722000000,1754247950737000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1754247890722000000,1754247950737000000,0
workspaceModel.updates.count,1754247890722000000,1754247950737000000,0
Indexing.cache.totalCacheMisses,1754247890722000000,1754247950737000000,525009
Indexing.writer_1.totalTimeSpentWritingMs,1754247890722000000,1754247950737000000,12407
Indexing.writesQueuedMin,1754247890722000000,1754247950737000000,9223372036854775807
Indexing.writesQueuedMax,1754247890722000000,1754247950737000000,0
Indexing.cache.totalCacheAccesses,1754247890722000000,1754247950737000000,5534948
Indexing.cache.totalCacheEvicted,1754247890722000000,1754247950737000000,522155
Indexing.writer_3.totalTimeSpentWritingMs,1754247890722000000,1754247950737000000,5169
Indexing.writer_0.totalTimeSpentWritingMs,1754247890722000000,1754247950737000000,15777
Indexing.totalTimeIndexersSleptMs,1754247890722000000,1754247950737000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1754247890722000000,1754247950737000000,4338
parser.ECMAScript.6.size.bytes,1754247890722000000,1754247950737000000,77756
parser.Python.time.ns,1754247890722000000,1754247950737000000,26726999485
lexer.ECMAScript.6.size.bytes,1754247890722000000,1754247950737000000,30559
lexer.CSS.time.ns,1754247890722000000,1754247950737000000,503115
lexer.PythonStub.time.ns,1754247890722000000,1754247950737000000,521100882
DiskQueryRelay.tasksExecuted,1754247890722000000,1754247950737000000,10944
DiskQueryRelay.tasksRequested,1754247890722000000,1754247950737000000,10944
lexer.CSS.size.bytes,1754247890722000000,1754247950737000000,316
parser.HTML.time.ns,1754247890722000000,1754247950737000000,2157101
lexer.HTML.time.ns,1754247890722000000,1754247950737000000,5932046
lexer.PythonStub.size.bytes,1754247890722000000,1754247950737000000,2864666
DiskQueryRelay.taskWaitingTotalTimeUs,1754247890722000000,1754247950737000000,715045064
lexer.ECMAScript.6.time.ns,1754247890722000000,1754247950737000000,12425474
lexer.HTML.size.bytes,1754247890722000000,1754247950737000000,384
writeAction.median.wait.ms,1754247890722000000,1754247950737000000,100
DiskQueryRelay.taskExecutionTotalTimeUs,1754247890722000000,1754247950737000000,714948089
writeAction.max.wait.ms,1754247890722000000,1754247950737000000,49
writeAction.wait.ms,1754247890722000000,1754247950737000000,0
lexer.Python.time.ns,1754247890722000000,1754247950737000000,16261243500
parser.CSS.time.ns,1754247890722000000,1754247950737000000,12036926
parser.HTML.size.bytes,1754247890722000000,1754247950737000000,384
parser.PythonStub.time.ns,1754247890722000000,1754247950737000000,767124201
writeAction.count,1754247890722000000,1754247950737000000,0
parser.Python.size.bytes,1754247890722000000,1754247950737000000,36846090
parser.CSS.size.bytes,1754247890722000000,1754247950737000000,316
parser.ECMAScript.6.time.ns,1754247890722000000,1754247950737000000,388087541
parser.PythonStub.size.bytes,1754247890722000000,1754247950737000000,2864666
lexer.Python.size.bytes,1754247890722000000,1754247950737000000,36846090
workspaceModel.moduleBridge.before.changed.ms,1754247890722000000,1754247950737000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1754247890722000000,1754247950737000000,0
jps.apply.loaded.storage.ms,1754247890722000000,1754247950737000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1754247890722000000,1754247950737000000,0
jps.project.serializers.load.ms,1754247890722000000,1754247950737000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1754247890722000000,1754247950737000000,0
jps.facet.change.listener.process.change.events.ms,1754247890722000000,1754247950737000000,0
jps.app.storage.content.reader.load.component.ms,1754247890722000000,1754247950737000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1754247890722000000,1754247950737000000,0
jps.artifact.entities.serializer.save.entities.ms,1754247890722000000,1754247950737000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1754247890722000000,1754247950737000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1754247890722000000,1754247950737000000,0
jps.library.entities.serializer.save.entities.ms,1754247890722000000,1754247950737000000,0
jps.storage.jps.conf.reader.load.component.ms,1754247890722000000,1754247950737000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1754247890722000000,1754247950737000000,0
jps.global.handle.changed.events.ms,1754247890722000000,1754247950737000000,0
workspaceModel.sync.entities.ms,1754247890722000000,1754247950737000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1754247890722000000,1754247950737000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1754247890722000000,1754247950737000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1754247890722000000,1754247950737000000,0
jps.global.get.library.ms,1754247890722000000,1754247950737000000,0
jps.facet.change.listener.before.change.events.ms,1754247890722000000,1754247950737000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1754247890722000000,1754247950737000000,0
jps.load.initial.state.ms,1754247890722000000,1754247950737000000,0
jps.global.initialize.library.bridges.ms,1754247890722000000,1754247950737000000,0
jps.global.get.library.by.name.ms,1754247890722000000,1754247950737000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1754247890722000000,1754247950737000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1754247890722000000,1754247950737000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1754247890722000000,1754247950737000000,0
jps.load.project.to.empty.storage.ms,1754247890722000000,1754247950737000000,0
jps.modifiable.module.model.bridge.renaming.ms,1754247890722000000,1754247950737000000,0
jps.save.changed.project.entities.ms,1754247890722000000,1754247950737000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1754247890722000000,1754247950737000000,0
jps.global.initialize.library.bridges.after.loading.ms,1754247890722000000,1754247950737000000,0
workspaceModel.load.cache.metadata.from.file.ms,1754247890722000000,1754247950737000000,0
jps.artifact.entities.serializer.load.entities.ms,1754247890722000000,1754247950737000000,0
workspaceModel.mutableEntityStorage.entities.ms,1754247890722000000,1754247950737000000,0
jps.modifiable.module.model.bridge.load.module.ms,1754247890722000000,1754247950737000000,0
jps.global.get.libraries.ms,1754247890722000000,1754247950737000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1754247890722000000,1754247950737000000,0
